bus(V), shunt (mV), load (V), current (mA), power (mW)
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.40,16.00
3.30,-0.47,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.60,16.00
3.29,-0.43,3.29,-4.60,16.00
3.30,-0.46,3.30,-4.50,16.00
3.29,-0.48,3.29,-4.50,16.00
3.30,-0.45,3.30,-4.40,14.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.40,14.00
3.30,-0.44,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.40,14.00
3.29,-0.46,3.29,-4.60,14.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.47,3.30,-4.60,16.00
3.30,-0.43,3.30,-4.70,16.00
3.30,-0.47,3.30,-4.40,14.00
3.30,-0.46,3.30,-4.30,16.00
3.30,-0.48,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.46,3.30,-4.60,16.00
3.30,-0.46,3.30,-4.30,14.00
3.30,-0.46,3.30,-4.70,16.00
3.30,-0.46,3.30,-4.60,16.00
3.29,-0.44,3.29,-4.60,16.00
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.47,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.40,16.00
3.30,-0.45,3.30,-4.70,16.00
3.30,-0.48,3.30,-4.60,16.00
3.30,-0.46,3.30,-4.70,14.00
3.30,-0.44,3.30,-4.30,14.00
3.30,-0.46,3.30,-4.40,14.00
3.30,-0.41,3.30,-4.50,16.00
3.29,-0.46,3.29,-4.20,14.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.30,16.00
3.30,-0.46,3.30,-4.40,14.00
3.30,-0.45,3.30,-4.60,16.00
3.29,-0.44,3.29,-4.60,16.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.50,14.00
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.43,3.30,-4.30,14.00
3.30,-0.45,3.30,-4.70,16.00
3.30,-0.46,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.60,16.00
3.30,-0.43,3.30,-4.70,16.00
3.30,-0.47,3.30,-4.40,14.00
3.30,-0.47,3.30,-4.70,16.00
3.30,-0.47,3.30,-4.50,16.00
3.30,-0.48,3.30,-4.40,14.00
3.30,-0.42,3.30,-4.80,16.00
3.29,-0.45,3.29,-4.40,16.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.40,14.00
3.30,-0.45,3.30,-4.40,16.00
3.30,-0.44,3.30,-4.60,16.00
3.30,-0.46,3.30,-4.50,14.00
3.30,-0.46,3.30,-4.70,16.00
3.30,-0.43,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.40,14.00
3.29,-0.45,3.29,-4.40,14.00
3.29,-0.44,3.29,-4.60,16.00
3.30,-0.43,3.30,-4.50,16.00
3.30,-0.47,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.40,14.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.30,14.00
3.30,-0.46,3.30,-4.70,16.00
3.30,-0.44,3.30,-4.70,14.00
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.48,3.30,-4.40,14.00
3.30,-0.47,3.30,-4.50,16.00
3.29,-0.44,3.29,-4.50,16.00
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.43,3.30,-4.40,14.00
3.30,-0.45,3.30,-4.80,16.00
3.30,-0.44,3.30,-4.30,14.00
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.40,16.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.30,16.00
3.30,-0.44,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.20,14.00
3.30,-0.45,3.30,-4.30,14.00
3.30,-0.44,3.30,-4.30,14.00
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.40,16.00
3.30,-0.46,3.30,-4.60,16.00
3.30,-0.46,3.30,-4.40,16.00
3.30,-0.43,3.30,-4.40,16.00
3.29,-0.44,3.29,-4.50,16.00
3.30,-0.44,3.30,-4.30,16.00
3.30,-0.46,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.40,14.00
3.30,-0.43,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.50,16.00
3.29,-0.44,3.29,-4.60,16.00
3.30,-0.43,3.30,-4.60,14.00
3.30,-0.42,3.30,-4.70,16.00
3.30,-0.44,3.30,-4.70,14.00
3.30,-0.45,3.30,-4.60,14.00
3.30,-0.46,3.30,-4.40,14.00
3.30,-0.47,3.30,-4.30,16.00
3.30,-0.44,3.30,-4.70,14.00
3.30,-0.46,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.80,16.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.43,3.30,-4.40,16.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.42,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.70,16.00
3.29,-0.45,3.29,-4.60,16.00
3.30,-0.47,3.30,-4.40,14.00
3.30,-0.44,3.30,-4.40,14.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.50,16.00
3.29,-0.44,3.29,-4.60,16.00
3.30,-0.45,3.30,-4.70,16.00
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.47,3.30,-4.60,16.00
3.30,-0.46,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.50,14.00
3.30,-0.46,3.30,-4.40,14.00
3.30,-0.47,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.70,14.00
3.29,-0.47,3.29,-4.50,16.00
3.30,-0.45,3.30,-4.30,14.00
3.30,-0.44,3.30,-4.60,14.00
3.30,-0.47,3.30,-4.40,14.00
3.30,-0.45,3.30,-4.30,14.00
3.30,-0.45,3.30,-4.30,14.00
3.29,-0.47,3.29,-4.60,16.00
3.30,-0.47,3.30,-4.50,16.00
3.29,-0.44,3.29,-4.40,14.00
3.30,-0.44,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.70,16.00
3.30,-0.45,3.30,-4.80,16.00
3.30,-0.47,3.30,-4.70,14.00
3.30,-0.45,3.30,-4.50,14.00
3.30,-0.43,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.48,3.30,-4.30,14.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.40,16.00
3.29,-0.46,3.29,-4.50,16.00
3.30,-0.44,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.50,14.00
3.29,-0.46,3.29,-4.70,16.00
3.30,-0.46,3.30,-4.40,14.00
3.30,-0.45,3.30,-4.40,16.00
3.29,-0.46,3.29,-4.60,16.00
3.30,-0.44,3.30,-4.40,16.00
3.30,-0.45,3.30,-4.20,16.00
3.30,-0.43,3.30,-4.40,14.00
3.30,-0.46,3.30,-4.60,16.00
3.26,-2.15,3.26,-21.50,68.00
3.15,-7.46,3.14,-76.30,240.00
3.22,-4.49,3.21,-45.40,148.00
3.22,-4.45,3.21,-44.80,144.00
3.22,-4.46,3.21,-44.70,144.00
3.22,-4.47,3.21,-44.60,144.00
3.22,-4.45,3.21,-44.60,144.00
3.22,-4.50,3.21,-44.80,144.00
3.22,-4.51,3.21,-44.90,144.00
3.22,-4.51,3.21,-45.10,144.00
3.22,-4.52,3.21,-45.20,144.00
3.22,-4.56,3.21,-45.30,144.00
3.22,-4.52,3.21,-45.30,148.00
3.22,-4.46,3.21,-45.00,144.00
3.22,-4.49,3.22,-45.00,144.00
3.22,-4.49,3.21,-45.10,144.00
3.22,-4.47,3.21,-44.50,144.00
3.22,-4.48,3.22,-44.80,144.00
3.22,-4.49,3.22,-44.90,144.00
3.22,-4.51,3.21,-45.10,144.00
3.26,-2.44,3.26,-23.20,76.00
3.17,-6.75,3.17,-67.40,212.00
3.18,-6.72,3.17,-67.30,212.00
3.17,-6.72,3.17,-67.40,212.00
3.18,-6.77,3.17,-67.60,212.00
3.17,-6.75,3.17,-67.30,212.00
3.17,-6.76,3.17,-67.50,212.00
3.17,-6.76,3.17,-67.20,216.00
3.18,-6.73,3.17,-67.70,216.00
3.18,-6.54,3.18,-64.50,200.00
3.21,-4.77,3.21,-48.40,158.00
3.21,-4.80,3.21,-47.60,154.00
3.21,-4.75,3.21,-47.80,154.00
3.22,-4.75,3.21,-47.90,154.00
3.21,-4.77,3.21,-47.50,154.00
3.22,-4.81,3.21,-47.80,154.00
3.21,-4.80,3.21,-48.20,154.00
3.22,-4.80,3.21,-48.20,154.00
3.22,-4.81,3.21,-47.70,154.00
3.22,-4.82,3.21,-48.10,154.00
3.22,-4.82,3.21,-48.20,154.00
3.21,-4.78,3.21,-48.20,154.00
3.21,-4.79,3.21,-47.80,154.00
3.21,-4.77,3.21,-47.70,154.00
3.21,-4.75,3.21,-47.50,154.00
3.21,-4.78,3.21,-47.40,150.00
3.21,-4.83,3.21,-47.80,154.00
3.22,-4.81,3.21,-48.00,154.00
3.18,-6.69,3.17,-82.10,258.00
2.76,-22.48,2.74,-223.80,636.00
3.00,-14.93,2.99,-149.00,448.00
2.99,-14.85,2.97,-148.70,446.00
2.96,-14.83,2.95,-150.10,442.00
3.05,-14.02,3.03,-123.10,376.00
3.00,-11.92,2.99,-153.30,422.00
3.06,-12.34,3.04,-119.00,364.00
3.22,-4.45,3.22,-44.40,144.00
3.04,-12.54,3.03,-131.70,404.00
3.06,-12.14,3.05,-121.60,370.00
3.06,-12.20,3.05,-126.70,386.00
3.22,-4.53,3.22,-45.00,144.00
3.05,-13.10,3.04,-130.00,394.00
3.07,-12.06,3.06,-130.10,394.00
3.22,-4.49,3.22,-45.10,144.00
3.22,-4.46,3.22,-44.60,144.00
3.22,-4.42,3.22,-44.50,144.00
3.21,-4.43,3.21,-68.00,210.00
3.22,-4.50,3.21,-44.70,144.00
3.18,-6.76,3.17,-53.80,174.00
3.07,-12.11,3.06,-119.50,368.00
3.22,-4.51,3.22,-44.80,144.00
3.22,-4.49,3.22,-45.10,144.00
3.04,-13.49,3.03,-131.90,404.00
3.05,-13.11,3.04,-122.70,376.00
3.22,-4.69,3.21,-47.30,150.00
3.22,-4.62,3.22,-45.80,154.00
3.02,-14.32,3.00,-143.60,432.00
3.17,-6.64,3.17,-66.80,210.00
3.18,-6.73,3.17,-66.70,212.00
3.02,-14.61,3.00,-142.60,430.00
3.18,-6.70,3.17,-66.40,210.00
3.18,-6.75,3.17,-67.20,212.00
3.18,-6.64,3.17,-66.60,220.00
3.18,-6.66,3.17,-66.50,210.00
3.17,-6.64,3.17,-66.20,210.00
3.17,-6.65,3.17,-66.20,210.00
3.18,-6.64,3.17,-66.30,220.00
3.06,-12.08,3.05,-122.30,376.00
3.22,-4.60,3.21,-45.60,144.00
3.21,-4.58,3.21,-45.70,148.00
3.21,-4.57,3.21,-45.70,148.00
3.03,-13.55,3.02,-136.80,416.00
3.04,-13.41,3.02,-136.10,216.00
3.19,-5.90,3.18,-59.40,190.00
3.04,-13.73,3.02,-146.50,416.00
3.06,-12.18,3.05,-121.10,374.00
3.22,-4.45,3.22,-44.60,144.00
3.22,-4.44,3.22,-44.50,144.00
3.04,-13.20,3.03,-128.40,374.00
3.06,-12.83,3.04,-122.40,374.00
3.22,-4.57,3.21,-45.90,148.00
3.22,-4.63,3.21,-45.90,148.00
3.02,-14.30,3.01,-141.90,430.00
3.02,-10.77,3.01,-143.20,432.00
3.17,-6.59,3.17,-66.80,212.00
3.17,-6.67,3.17,-66.30,200.00
3.18,-6.65,3.17,-66.20,210.00
3.17,-6.65,3.17,-66.40,210.00
3.18,-6.70,3.17,-66.60,212.00
3.18,-6.66,3.17,-66.70,212.00
3.18,-6.67,3.17,-67.00,212.00
3.18,-6.73,3.17,-67.20,212.00
3.04,-12.76,3.03,-134.00,452.00
3.07,-12.36,3.06,-123.10,376.00
3.22,-4.75,3.21,-48.00,154.00
3.22,-4.76,3.21,-45.90,148.00
3.07,-12.01,3.06,-121.60,396.00
3.04,-13.46,3.03,-134.70,410.00
3.03,-13.54,3.02,-67.20,212.00
3.19,-5.90,3.19,-59.20,190.00
3.02,-13.80,3.01,-138.00,420.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.40,16.00
3.30,-0.45,3.30,-4.40,14.00
3.30,-0.44,3.30,-4.30,16.00
3.30,-0.46,3.30,-4.40,14.00
3.30,-0.46,3.30,-4.40,14.00
3.29,-0.45,3.29,-4.50,16.00
3.30,-0.46,3.30,-4.30,14.00
3.29,-0.45,3.29,-4.60,16.00
3.30,-0.44,3.30,-4.40,14.00
3.30,-0.47,3.30,-4.70,16.00
3.30,-0.43,3.30,-4.40,14.00
3.29,-0.46,3.29,-4.40,16.00
3.30,-0.44,3.30,-4.40,14.00
3.30,-0.47,3.30,-4.70,16.00
3.30,-0.44,3.30,-4.60,16.00
3.29,-0.45,3.29,-4.40,14.00
3.30,-0.47,3.30,-4.70,16.00
3.30,-0.46,3.30,-4.60,16.00
3.29,-0.44,3.29,-4.50,16.00
3.30,-0.47,3.30,-4.80,16.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.43,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.40,14.00
3.30,-0.43,3.30,-4.40,14.00
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.70,16.00
3.29,-0.44,3.29,-4.70,16.00
3.30,-0.47,3.30,-4.50,14.00
3.30,-0.44,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.50,14.00
3.30,-0.42,3.30,-4.40,14.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.50,14.00
3.30,-0.47,3.30,-4.60,16.00
3.30,-0.46,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.40,16.00
3.29,-0.43,3.29,-4.30,14.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.60,14.00
3.30,-0.46,3.30,-4.40,14.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.43,3.30,-4.40,14.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.40,14.00
3.30,-0.45,3.30,-4.30,14.00
3.30,-0.45,3.30,-4.30,14.00
3.30,-0.46,3.30,-4.70,16.00
3.30,-0.45,3.30,-4.40,16.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.40,14.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.48,3.30,-4.60,16.00
3.30,-0.47,3.30,-4.40,14.00
3.30,-0.46,3.30,-4.30,16.00
3.30,-0.48,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.40,14.00
3.30,-0.44,3.30,-4.50,14.00
3.30,-0.47,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.70,16.00
3.30,-0.40,3.30,-4.60,16.00
3.30,-0.47,3.30,-4.50,16.00
3.30,-0.47,3.30,-4.60,14.00
3.30,-0.44,3.30,-4.40,16.00
3.29,-0.45,3.29,-4.70,16.00
3.29,-0.47,3.29,-4.40,16.00
3.30,-0.46,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.30,14.00
3.30,-0.45,3.30,-4.70,16.00
3.30,-0.42,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.46,3.30,-4.50,14.00
3.30,-0.46,3.30,-4.40,14.00
3.30,-0.45,3.30,-4.30,14.00
3.30,-0.46,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.80,14.00
3.30,-0.44,3.30,-4.40,14.00
3.30,-0.46,3.30,-4.80,16.00
3.29,-0.45,3.29,-4.50,16.00
3.30,-0.44,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.60,14.00
3.30,-0.47,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.60,16.00
3.30,-0.47,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.50,16.00
3.29,-0.45,3.29,-4.40,14.00
3.29,-0.45,3.29,-4.50,16.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.60,16.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.40,14.00
3.30,-0.44,3.30,-4.50,14.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.40,14.00
3.30,-0.45,3.30,-4.40,14.00
3.30,-0.48,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.30,16.00
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.47,3.30,-4.30,16.00
3.30,-0.47,3.30,-4.30,14.00
3.30,-0.44,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.60,14.00
3.30,-0.44,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.50,16.00
3.29,-0.46,3.29,-4.60,16.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.49,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.10,14.00
3.30,-0.45,3.30,-4.30,14.00
3.30,-0.44,3.30,-4.40,14.00
3.30,-0.44,3.30,-4.30,14.00
3.30,-0.44,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.60,14.00
3.29,-0.47,3.29,-4.40,14.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.47,3.30,-4.80,16.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.50,14.00
3.30,-0.45,3.30,-4.20,14.00
3.30,-0.45,3.30,-4.30,14.00
3.30,-0.44,3.30,-4.40,14.00
3.30,-0.45,3.30,-4.30,14.00
3.30,-0.45,3.30,-4.30,14.00
3.30,-0.45,3.30,-4.70,16.00
3.29,-0.43,3.29,-4.60,16.00
3.30,-0.45,3.30,-4.20,16.00
3.29,-0.47,3.29,-4.50,16.00
3.30,-0.46,3.30,-4.40,16.00
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.70,16.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.70,14.00
3.30,-0.43,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.40,14.00
3.29,-0.46,3.29,-4.40,14.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.40,16.00
3.30,-0.45,3.30,-4.40,14.00
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.30,14.00
3.30,-0.47,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.80,16.00
3.30,-0.46,3.30,-4.40,14.00
3.30,-0.45,3.30,-4.40,14.00
3.30,-0.46,3.30,-4.60,16.00
3.30,-0.46,3.30,-4.70,16.00
3.30,-0.42,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.20,14.00
3.29,-0.44,3.29,-4.50,16.00
3.30,-0.43,3.30,-4.50,16.00
3.30,-0.43,3.30,-4.40,14.00
3.30,-0.47,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.80,14.00
3.30,-0.47,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.50,14.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.43,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.40,16.00
3.30,-0.46,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.30,14.00
3.30,-0.47,3.30,-4.30,16.00
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.47,3.30,-4.30,14.00
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.40,16.00
3.30,-0.46,3.30,-4.40,14.00
3.30,-0.47,3.30,-4.30,14.00
3.30,-0.46,3.30,-4.70,16.00
3.30,-0.44,3.30,-4.40,14.00
3.30,-0.43,3.30,-4.40,16.00
3.30,-0.46,3.30,-4.40,16.00
3.30,-0.43,3.30,-4.30,14.00
3.30,-0.46,3.30,-4.60,16.00
3.30,-0.46,3.30,-4.70,14.00
3.30,-0.45,3.30,-4.30,14.00
3.30,-0.46,3.30,-4.70,14.00
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.43,3.30,-4.40,14.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.70,16.00
3.30,-0.44,3.30,-4.30,14.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.46,3.30,-4.60,16.00
3.30,-0.42,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.47,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.60,16.00
3.29,-0.46,3.29,-4.50,16.00
3.30,-0.42,3.30,-4.50,16.00
3.30,-0.47,3.30,-4.30,14.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.70,16.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.43,3.30,-4.30,16.00
3.30,-0.44,3.30,-4.60,16.00
3.30,-0.47,3.30,-4.30,14.00
3.30,-0.46,3.30,-4.50,14.00
3.30,-0.44,3.30,-4.70,16.00
3.30,-0.44,3.30,-4.70,16.00
3.30,-0.44,3.30,-4.60,16.00
3.30,-0.43,3.30,-4.70,16.00
3.30,-0.45,3.30,-4.50,14.00
3.30,-0.47,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.70,16.00
3.29,-0.46,3.29,-4.40,16.00
3.30,-0.45,3.30,-4.40,14.00
3.30,-0.45,3.30,-4.40,14.00
3.30,-0.46,3.30,-4.70,14.00
3.30,-0.46,3.30,-4.40,14.00
3.30,-0.46,3.30,-4.30,14.00
3.30,-0.47,3.30,-4.30,16.00
3.30,-0.45,3.30,-4.50,16.00
3.29,-0.46,3.29,-4.60,16.00
3.29,-0.44,3.29,-4.60,16.00
3.29,-0.44,3.29,-4.30,14.00
3.30,-0.46,3.30,-4.40,16.00
3.30,-0.44,3.30,-4.40,14.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.48,3.30,-4.40,14.00
3.30,-0.43,3.30,-4.50,16.00
3.30,-0.48,3.30,-4.60,16.00
3.30,-0.47,3.30,-4.40,16.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.70,14.00
3.30,-0.43,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.46,3.30,-4.40,16.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.40,16.00
3.30,-0.46,3.30,-4.40,14.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.80,16.00
3.30,-0.45,3.30,-4.40,14.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.43,3.30,-4.40,16.00
3.30,-0.46,3.30,-4.60,16.00
3.30,-0.48,3.30,-4.40,16.00
3.29,-0.45,3.29,-4.60,14.00
3.30,-0.42,3.30,-4.60,16.00
3.30,-0.49,3.30,-4.70,14.00
3.29,-0.44,3.29,-4.50,16.00
3.30,-0.47,3.30,-4.20,14.00
3.30,-0.43,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.80,16.00
3.30,-0.44,3.30,-4.70,16.00
3.30,-0.43,3.30,-4.60,14.00
3.29,-0.43,3.29,-4.20,14.00
3.30,-0.45,3.30,-4.60,14.00
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.48,3.30,-4.30,14.00
3.30,-0.45,3.30,-4.60,14.00
3.30,-0.47,3.30,-4.60,16.00
3.30,-0.47,3.30,-4.40,14.00
3.30,-0.46,3.30,-4.50,14.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.46,3.30,-4.60,16.00
3.30,-0.47,3.30,-4.50,16.00
3.30,-0.47,3.30,-4.50,16.00
3.30,-0.47,3.30,-4.50,14.00
3.30,-0.43,3.30,-4.50,14.00
3.30,-0.42,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.43,3.30,-4.30,14.00
3.30,-0.48,3.30,-4.50,16.00
3.30,-0.47,3.30,-4.50,16.00
3.29,-0.46,3.29,-4.40,14.00
3.30,-0.46,3.30,-4.50,14.00
3.30,-0.45,3.30,-4.40,16.00
3.30,-0.45,3.30,-4.40,14.00
3.30,-0.42,3.30,-4.20,14.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.42,3.30,-4.40,14.00
3.30,-0.45,3.30,-4.50,14.00
3.30,-0.46,3.30,-4.40,14.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.60,14.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.43,3.30,-4.40,16.00
3.30,-0.46,3.30,-4.40,14.00
3.30,-0.47,3.30,-4.80,16.00
3.30,-0.45,3.30,-4.40,14.00
3.30,-0.47,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.40,14.00
3.30,-0.44,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.70,16.00
3.29,-0.45,3.29,-4.50,16.00
3.30,-0.45,3.30,-4.40,16.00
3.30,-0.46,3.30,-4.40,14.00
3.30,-0.44,3.30,-4.40,14.00
3.30,-0.45,3.30,-4.40,16.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.40,16.00
3.30,-0.45,3.30,-4.40,16.00
3.30,-0.44,3.30,-4.50,16.00
3.29,-0.45,3.29,-4.70,16.00
3.30,-0.45,3.30,-4.40,14.00
3.30,-0.44,3.30,-4.10,14.00
3.30,-0.45,3.30,-4.70,14.00
3.30,-0.45,3.30,-4.70,16.00
3.30,-0.43,3.30,-4.60,16.00
3.30,-0.44,3.30,-4.40,14.00
3.30,-0.47,3.30,-4.80,16.00
3.30,-0.45,3.30,-4.70,16.00
3.30,-0.44,3.30,-4.70,16.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.46,3.30,-4.70,16.00
3.30,-0.47,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.50,16.00
3.30,-0.42,3.30,-4.40,16.00
3.30,-0.46,3.30,-4.30,14.00
3.30,-0.43,3.30,-4.40,14.00
3.30,-0.46,3.30,-4.50,16.00
3.30,-0.44,3.30,-4.60,16.00
3.29,-0.45,3.29,-4.50,16.00
3.30,-0.45,3.30,-4.80,16.00
3.30,-0.45,3.30,-4.40,14.00
3.30,-0.44,3.30,-4.50,16.00
3.29,-0.43,3.29,-4.60,16.00
3.30,-0.45,3.30,-4.30,14.00
3.30,-0.45,3.30,-4.40,16.00
3.30,-0.44,3.30,-4.60,16.00
3.30,-0.45,3.30,-4.60,16.00
3.30,-0.43,3.30,-4.70,14.00
3.30,-0.47,3.30,-4.60,16.00
3.30,-0.47,3.30,-4.50,16.00
3.29,-0.44,3.29,-4.70,16.00
3.30,-0.45,3.30,-4.60,16.00
3.29,-0.44,3.29,-4.60,14.00
