time, bus(V), shunt (mV), load (V), current (mA), power (mW)
14.773711 3.30,0.26,3.30,2.70,10.00
14.831090 3.30,0.30,3.30,2.70,10.00
14.884133 3.30,0.27,3.30,2.70,10.00
14.941607 3.30,0.26,3.30,2.60,10.00
14.995119 3.30,0.28,3.30,2.70,10.00
15.052346 3.30,0.28,3.30,2.80,10.00
15.105662 3.30,0.29,3.30,2.70,10.00
15.162851 3.30,0.24,3.30,2.40,6.00
15.216133 3.30,0.30,3.30,2.90,10.00
15.272922 3.30,0.27,3.30,2.80,10.00
15.326419 3.30,0.29,3.30,2.90,10.00
15.380083 3.30,0.27,3.30,2.70,6.00
15.437396 3.30,0.29,3.30,2.50,10.00
15.490334 3.30,0.26,3.30,2.90,10.00
15.547654 3.30,0.28,3.30,2.80,10.00
15.600941 3.30,0.27,3.30,2.80,10.00
15.658200 3.30,0.29,3.30,2.50,10.00
15.711665 3.30,0.26,3.30,2.60,10.00
15.768768 3.30,0.28,3.30,2.50,10.00
15.822229 3.30,0.29,3.30,2.70,10.00
15.879347 3.30,0.25,3.30,2.40,10.00
15.932612 3.30,0.30,3.30,2.70,10.00
15.990148 3.30,0.27,3.30,2.70,10.00
16.043385 3.30,0.27,3.30,2.50,10.00
16.100536 3.30,0.29,3.30,2.70,10.00
16.153822 3.30,0.27,3.30,2.70,10.00
16.211241 3.30,0.27,3.30,2.80,10.00
16.264498 3.30,0.27,3.30,2.80,10.00
16.321689 3.30,0.28,3.30,2.80,10.00
16.374937 3.30,0.25,3.30,2.40,6.00
16.432232 3.30,0.28,3.30,2.80,10.00
16.485584 3.30,0.26,3.30,2.90,10.00
16.542752 3.30,0.28,3.30,2.60,10.00
16.596107 3.30,0.26,3.30,2.70,10.00
16.653376 3.30,0.27,3.30,2.60,10.00
16.706769 3.30,0.29,3.30,2.80,10.00
16.763819 3.30,0.29,3.30,2.90,10.00
16.817363 3.30,0.28,3.30,3.00,10.00
16.874394 3.30,0.29,3.30,2.70,10.00
16.928162 3.30,0.26,3.30,2.80,10.00
16.985136 3.30,0.27,3.30,2.70,10.00
17.038505 3.30,0.28,3.30,2.80,10.00
17.095688 3.30,0.26,3.30,2.50,10.00
17.149131 3.30,0.26,3.30,2.90,10.00
17.206318 3.30,0.28,3.30,2.60,10.00
17.259977 3.30,0.26,3.30,2.70,10.00
17.313236 3.30,0.24,3.30,2.70,10.00
17.370303 3.30,0.29,3.30,2.90,10.00
17.423499 3.30,0.29,3.30,2.70,10.00
17.480780 3.30,0.27,3.30,2.60,10.00
17.534193 3.30,0.28,3.30,2.80,6.00
17.591451 3.30,0.26,3.30,2.40,10.00
17.644970 3.30,0.30,3.30,2.80,10.00
17.702196 3.30,0.28,3.30,2.70,10.00
17.755305 3.30,0.25,3.30,2.90,10.00
17.812581 3.30,0.27,3.30,2.50,10.00
17.866082 3.30,0.28,3.30,2.80,10.00
17.923554 3.30,0.29,3.30,2.60,10.00
17.976538 3.30,0.29,3.30,2.70,10.00
18.033804 3.30,0.28,3.30,2.70,10.00
18.087075 3.30,0.28,3.30,2.80,10.00
18.144358 3.30,0.28,3.30,3.00,10.00
18.197611 3.30,0.28,3.30,3.00,10.00
18.254931 3.30,0.28,3.30,2.90,10.00
18.308422 3.30,0.27,3.30,2.70,10.00
18.365580 3.30,0.26,3.30,2.60,10.00
18.419130 3.30,0.30,3.30,2.50,10.00
18.476235 3.30,0.26,3.30,2.90,10.00
18.529503 3.30,0.28,3.30,2.80,10.00
18.586580 3.30,0.27,3.30,2.60,10.00
18.640090 3.30,0.27,3.30,2.80,10.00
18.697288 3.30,0.27,3.30,2.80,10.00
18.750566 3.30,0.31,3.30,2.70,10.00
18.807738 3.30,0.27,3.30,2.80,10.00
18.861166 3.30,0.29,3.30,2.70,10.00
18.918332 3.30,0.32,3.30,2.80,10.00
18.971998 3.30,0.29,3.30,2.60,10.00
19.029239 3.30,0.27,3.30,2.70,10.00
19.082523 3.30,0.25,3.30,2.80,10.00
19.139400 3.30,0.28,3.30,2.80,10.00
19.192907 3.30,0.26,3.30,2.70,10.00
19.246096 3.30,0.25,3.30,2.80,10.00
19.303649 3.30,0.28,3.30,2.70,10.00
19.356694 3.30,0.26,3.30,2.80,10.00
19.414382 3.30,0.26,3.30,2.70,10.00
19.467299 3.30,0.27,3.30,2.50,10.00
19.525068 3.30,0.28,3.30,2.60,10.00
19.578090 3.30,0.28,3.30,2.70,10.00
19.635420 3.30,0.26,3.30,2.70,10.00
19.688601 3.30,0.27,3.30,2.60,6.00
19.745845 3.30,0.30,3.30,2.80,10.00
19.799164 3.30,0.27,3.30,2.80,10.00
19.856627 3.30,0.24,3.30,2.70,10.00
19.910074 3.30,0.25,3.30,2.90,10.00
19.967111 3.30,0.27,3.30,2.90,10.00
20.020580 3.30,0.28,3.30,2.80,10.00
20.077965 3.30,0.26,3.30,2.60,10.00
20.130953 3.30,0.27,3.30,2.50,10.00
20.188540 3.30,0.27,3.30,2.90,10.00
20.241487 3.30,0.27,3.30,2.90,10.00
20.298686 3.30,0.27,3.30,3.10,10.00
20.352303 3.30,0.25,3.30,2.80,10.00
20.409385 3.30,0.27,3.30,2.80,10.00
20.462837 3.30,0.28,3.30,2.70,10.00
20.519710 3.30,0.27,3.30,2.80,10.00
20.573151 3.30,0.25,3.30,2.50,10.00
20.630225 3.30,0.27,3.30,2.80,10.00
20.683693 3.30,0.28,3.30,3.00,10.00
20.740878 3.30,0.27,3.30,2.80,10.00
20.794231 3.30,0.27,3.30,2.80,10.00
20.851432 3.30,0.27,3.30,2.80,10.00
20.904833 3.30,0.29,3.30,2.80,10.00
20.961992 3.30,0.28,3.30,2.80,10.00
21.015405 3.30,0.29,3.30,2.90,10.00
21.072660 3.30,0.28,3.30,3.00,10.00
21.126113 3.30,0.26,3.30,3.00,10.00
21.179248 3.30,0.30,3.30,2.70,10.00
21.236742 3.30,0.31,3.30,2.80,10.00
21.290191 3.30,0.30,3.30,2.80,10.00
21.347474 3.30,0.24,3.30,2.70,10.00
21.400540 3.30,0.28,3.30,2.60,10.00
21.458301 3.30,0.29,3.30,2.30,6.00
21.511141 3.30,0.27,3.30,2.60,10.00
21.568527 3.30,0.26,3.30,2.80,10.00
21.621760 3.30,0.29,3.30,2.40,6.00
21.679023 3.30,0.29,3.30,2.70,10.00
21.732387 3.30,0.28,3.30,2.50,10.00
21.789591 3.30,0.28,3.30,2.60,10.00
21.843187 3.30,0.27,3.30,2.70,10.00
21.900444 3.30,0.26,3.30,2.70,10.00
21.953906 3.30,0.25,3.30,2.90,10.00
22.011087 3.30,0.27,3.30,2.80,6.00
22.064072 3.30,0.28,3.30,2.90,10.00
22.121260 3.30,0.27,3.30,2.60,10.00
22.174652 3.30,0.28,3.30,2.70,10.00
22.232118 3.30,0.29,3.30,2.90,10.00
22.285609 3.30,0.27,3.30,2.80,10.00
22.342506 3.30,0.27,3.30,2.70,10.00
22.396040 3.30,0.28,3.30,2.70,10.00
22.453086 3.30,0.29,3.30,2.70,10.00
22.506620 3.30,0.27,3.30,2.70,10.00
22.563692 3.30,0.28,3.30,2.60,10.00
22.617046 3.30,0.29,3.30,2.60,10.00
22.674299 3.30,0.25,3.30,2.80,10.00
22.727782 3.30,0.28,3.30,2.60,10.00
22.784772 3.30,0.27,3.30,2.80,10.00
22.838200 3.30,0.26,3.30,2.40,10.00
22.895288 3.30,0.27,3.30,2.70,10.00
22.948743 3.30,0.28,3.30,3.00,10.00
23.005927 3.30,0.28,3.30,2.60,10.00
23.059412 3.30,0.30,3.30,2.80,10.00
23.112625 3.30,0.29,3.30,3.10,10.00
23.169942 3.30,0.28,3.30,2.70,10.00
23.223189 3.30,0.28,3.30,2.80,10.00
23.280734 3.30,0.28,3.30,2.90,10.00
23.333844 3.30,0.29,3.30,3.00,10.00
23.391076 3.30,0.29,3.30,2.90,10.00
23.444346 3.30,0.30,3.30,2.60,10.00
23.501632 3.30,0.30,3.30,2.60,10.00
23.554952 3.30,0.27,3.30,2.80,10.00
23.612160 3.30,0.29,3.30,3.00,10.00
23.665582 3.30,0.25,3.30,2.90,10.00
23.723196 3.30,0.28,3.30,2.70,10.00
23.776397 3.30,0.29,3.30,2.80,10.00
23.833299 3.30,0.26,3.30,2.80,10.00
23.886824 3.30,0.29,3.30,2.70,10.00
23.944374 3.30,0.27,3.30,2.80,10.00
23.997456 3.30,0.28,3.30,2.70,10.00
24.054817 3.30,0.28,3.30,2.80,10.00
24.108055 3.30,0.28,3.30,2.80,10.00
24.165024 3.30,0.27,3.30,3.00,10.00
24.218623 3.30,0.25,3.30,2.80,10.00
24.275699 3.30,0.29,3.30,2.70,10.00
24.329133 3.30,0.27,3.30,2.70,10.00
24.386195 3.30,0.28,3.30,2.60,10.00
24.439529 3.30,0.28,3.30,2.60,10.00
24.497024 3.30,0.27,3.30,2.90,10.00
24.550200 3.30,0.29,3.30,2.70,10.00
24.607464 3.30,0.28,3.30,2.80,10.00
24.660875 3.30,0.30,3.30,2.80,10.00
24.718053 3.30,0.28,3.30,2.80,10.00
24.771737 3.30,0.28,3.30,2.70,10.00
24.828527 3.30,0.23,3.30,2.70,10.00
24.881905 3.30,0.25,3.30,2.60,10.00
24.939188 3.30,0.28,3.30,2.80,10.00
24.992757 3.30,0.26,3.30,2.70,10.00
25.046179 3.30,0.27,3.30,2.60,10.00
25.103095 3.30,0.27,3.30,2.70,10.00
25.156645 3.30,0.29,3.30,2.70,10.00
25.213715 3.30,0.28,3.30,2.90,10.00
25.267080 3.30,0.28,3.30,2.70,10.00
25.324244 3.30,0.27,3.30,2.70,10.00
25.377473 3.30,0.27,3.30,2.50,10.00
25.434723 3.30,0.27,3.30,2.70,10.00
25.489036 3.30,0.27,3.30,2.90,10.00
25.545361 3.30,0.26,3.30,2.90,10.00
25.599495 3.30,0.25,3.30,2.70,10.00
25.656063 3.30,0.28,3.30,2.30,6.00
25.709366 3.30,0.26,3.30,2.60,10.00
25.766554 3.30,0.29,3.30,2.80,10.00
25.819886 3.30,0.26,3.30,2.40,6.00
25.877194 3.30,0.25,3.30,2.70,10.00
25.930550 3.30,0.28,3.30,2.60,10.00
25.988056 3.30,0.28,3.30,2.70,10.00
26.041194 3.30,0.25,3.30,2.90,10.00
26.098365 3.30,0.28,3.30,2.70,10.00
26.151655 3.30,0.29,3.30,2.60,10.00
26.208976 3.30,0.26,3.30,2.70,10.00
26.262569 3.30,0.30,3.30,2.60,10.00
26.319560 3.30,0.27,3.30,2.90,10.00
26.372768 3.30,0.25,3.30,2.90,10.00
26.429933 3.30,0.29,3.30,2.80,10.00
26.483367 3.30,0.28,3.30,2.80,10.00
26.540536 3.30,0.27,3.30,2.80,10.00
26.593937 3.30,0.29,3.30,2.70,10.00
26.651141 3.30,0.28,3.30,2.50,10.00
26.704531 3.30,0.26,3.30,2.80,10.00
26.761721 3.30,0.29,3.30,2.90,10.00
26.815118 3.30,0.28,3.30,2.80,10.00
26.872431 3.30,0.27,3.30,2.50,10.00
26.926072 3.30,0.24,3.30,2.80,10.00
26.979081 3.30,0.28,3.30,2.50,10.00
27.038025 3.30,0.27,3.30,2.80,10.00
27.089711 3.30,0.27,3.30,2.70,10.00
27.146909 3.30,0.28,3.30,2.80,10.00
27.200088 3.30,0.25,3.30,2.90,10.00
27.257512 3.30,0.29,3.30,2.80,10.00
27.310852 3.30,0.29,3.30,2.70,10.00
27.368074 3.30,0.27,3.30,2.60,10.00
27.421502 3.30,0.28,3.30,2.70,10.00
27.478895 3.30,0.27,3.30,2.80,10.00
27.532226 3.30,0.29,3.30,2.70,10.00
27.589338 3.30,0.28,3.30,2.70,10.00
27.648633 3.30,0.27,3.30,2.50,10.00
27.699709 3.30,0.27,3.30,2.70,10.00
27.753135 3.30,0.27,3.30,2.90,10.00
27.810316 3.30,0.27,3.30,2.70,10.00
27.863824 3.30,0.28,3.30,2.70,10.00
27.921004 3.30,0.27,3.30,2.60,10.00
27.974465 3.30,0.27,3.30,2.80,10.00
28.031653 3.30,0.26,3.30,2.80,10.00
28.085175 3.30,0.25,3.30,2.60,10.00
28.142036 3.30,0.29,3.30,2.90,10.00
28.195447 3.30,0.29,3.30,2.70,10.00
28.252740 3.30,0.29,3.30,2.70,10.00
28.306121 3.30,0.27,3.30,2.40,10.00
28.363256 3.30,0.27,3.30,2.70,10.00
28.416571 3.30,0.27,3.30,2.60,10.00
28.473743 3.30,0.27,3.30,2.80,10.00
28.527192 3.30,0.26,3.30,2.50,10.00
28.584489 3.30,0.28,3.30,2.70,10.00
28.637746 3.30,0.29,3.30,2.80,10.00
28.694954 3.30,0.28,3.30,2.60,10.00
28.748940 3.30,0.29,3.30,2.40,6.00
28.805510 3.30,0.29,3.30,2.70,10.00
28.859019 3.30,0.29,3.30,2.40,6.00
28.916048 3.30,0.28,3.30,2.50,10.00
28.969499 3.30,0.27,3.30,2.90,10.00
29.022868 3.30,0.29,3.30,2.90,10.00
29.080122 3.30,0.26,3.30,2.80,10.00
29.133402 3.30,0.26,3.30,2.70,10.00
29.190824 3.30,0.27,3.30,2.70,10.00
29.243897 3.30,0.27,3.30,3.00,10.00
29.301420 3.30,0.26,3.30,2.90,10.00
29.354641 3.30,0.27,3.30,2.70,10.00
29.412246 3.30,0.26,3.30,2.80,10.00
29.465276 3.30,0.28,3.30,2.50,10.00
29.522460 3.30,0.28,3.30,2.90,10.00
29.575968 3.30,0.29,3.30,2.60,10.00
29.633018 3.30,0.28,3.30,3.00,10.00
29.686776 3.30,0.25,3.30,2.60,10.00
29.743502 3.30,0.26,3.30,2.90,10.00
29.796877 3.30,0.29,3.30,2.80,10.00
29.854269 3.30,0.28,3.30,2.70,10.00
29.907525 3.30,0.28,3.30,2.60,10.00
29.964682 3.30,0.28,3.30,2.50,10.00
30.018272 3.30,0.29,3.30,2.60,10.00
30.075316 3.30,0.28,3.30,2.60,10.00
30.128649 3.30,0.28,3.30,2.90,10.00
30.185940 3.30,0.24,3.30,2.80,10.00
30.239410 3.30,0.27,3.30,2.90,10.00
30.297724 3.30,0.28,3.30,2.70,10.00
30.349760 3.30,0.28,3.30,2.60,10.00
30.407027 3.30,0.29,3.30,2.80,10.00
30.460554 3.30,0.28,3.30,2.60,10.00
30.517686 3.30,0.27,3.30,2.60,10.00
30.571075 3.30,0.26,3.30,2.90,10.00
30.632849 3.30,0.27,3.30,2.90,10.00
30.682823 3.30,0.25,3.30,2.90,10.00
30.738755 3.30,0.25,3.30,2.80,10.00
30.792253 3.30,0.29,3.30,2.70,10.00
30.849466 3.30,0.28,3.30,2.70,10.00
30.902831 3.30,0.24,3.30,2.40,6.00
30.957873 3.30,0.26,3.30,2.80,10.00
31.013412 3.30,0.25,3.30,2.60,10.00
31.066770 3.30,0.26,3.30,2.70,10.00
31.123975 3.30,0.30,3.30,2.60,10.00
31.177298 3.30,0.29,3.30,2.70,10.00
31.234588 3.30,0.27,3.30,3.00,10.00
31.287872 3.30,0.28,3.30,2.70,10.00
31.347439 3.30,0.29,3.30,2.50,10.00
31.398473 3.30,0.30,3.30,2.70,10.00
31.455857 3.30,0.28,3.30,2.70,10.00
31.509867 3.30,0.27,3.30,2.90,10.00
31.566257 3.30,0.30,3.30,2.70,10.00
31.619507 3.30,0.29,3.30,2.80,10.00
31.677297 3.30,0.28,3.30,3.00,10.00
31.732005 3.30,0.27,3.30,2.40,10.00
31.787337 3.30,0.25,3.30,2.60,10.00
31.840832 3.30,0.28,3.30,2.80,10.00
31.898039 3.30,0.27,3.30,2.70,10.00
31.951505 3.30,0.28,3.30,2.90,10.00
32.009210 3.30,0.27,3.30,2.60,10.00
32.062425 3.30,0.29,3.30,2.70,10.00
32.119894 3.30,0.29,3.30,2.70,10.00
32.173241 3.30,0.24,3.30,2.70,10.00
32.229716 3.30,0.29,3.30,2.90,10.00
